"Institusjonskode";"Institusjonsnavn";"Avdelingskode";"Avdelingsnavn";"Årstall";"Semester";"Semesternavn";"Studentkategori";"Kategoritekst";"Antall totalt";"Antall kvinner";"Antall menn"
"0264";"Høgskolen i Innlandet";"450600";"Institutt for helse- og sykepleievitenskap";"2020";"1";"Vår";"S";"Studenter";"1131";"955";"176"
"0264";"Høgskolen i Innlandet";"450600";"Institutt for helse- og sykepleievitenskap";"2019";"3";"Høst";"S";"Studenter";"1234";"1043";"191"
"0264";"Høgskolen i Innlandet";"450700";"Institutt for folkehelse og idrettsvitenskap";"2019";"3";"Høst";"S";"Studenter";"812";"416";"396"
"0264";"Høgskolen i Innlandet";"450700";"Institutt for folkehelse og idrettsvitenskap";"2020";"1";"Vår";"S";"Studenter";"764";"394";"370"
"0264";"Høgskolen i Innlandet";"450700";"Institutt for folkehelse og idrettsvitenskap";"2020";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"0264";"Høgskolen i Innlandet";"450700";"Institutt for folkehelse og idrettsvitenskap";"2019";"1";"Vår";"S";"Studenter";"745";"377";"368"
"0264";"Høgskolen i Innlandet";"450800";"Institutt for sosialvitenskap og veiledning";"2019";"1";"Vår";"S";"Studenter";"1127";"924";"203"
"0264";"Høgskolen i Innlandet";"450800";"Institutt for sosialvitenskap og veiledning";"2020";"1";"Vår";"S";"Studenter";"1239";"1019";"220"
"0264";"Høgskolen i Innlandet";"450800";"Institutt for sosialvitenskap og veiledning";"2019";"3";"Høst";"S";"Studenter";"1237";"1016";"221"
"0264";"Høgskolen i Innlandet";"460000";"Fakultet for lærerutdanning og pedagogikk";"2019";"3";"Høst";"S";"Studenter";"3511";"2614";"897"
"0264";"Høgskolen i Innlandet";"460000";"Fakultet for lærerutdanning og pedagogikk";"2020";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"0264";"Høgskolen i Innlandet";"460000";"Fakultet for lærerutdanning og pedagogikk";"2020";"1";"Vår";"S";"Studenter";"3270";"2423";"847"
"0264";"Høgskolen i Innlandet";"460000";"Fakultet for lærerutdanning og pedagogikk";"2019";"1";"Vår";"S";"Studenter";"3240";"2412";"828"
"1110";"Universitetet i Oslo";"000000";"UiO (uspesifisert underenhet)";"2019";"1";"Vår";"S";"Studenter";"80";"41";"39"
"1110";"Universitetet i Oslo";"000000";"UiO (uspesifisert underenhet)";"2020";"1";"Vår";"P";"Personer uten studierett";"527";"281";"246"
"1110";"Universitetet i Oslo";"000000";"UiO (uspesifisert underenhet)";"2019";"1";"Vår";"P";"Personer uten studierett";"371";"176";"195"
"1110";"Universitetet i Oslo";"000000";"UiO (uspesifisert underenhet)";"2019";"3";"Høst";"P";"Personer uten studierett";"457";"213";"244"
"1110";"Universitetet i Oslo";"000000";"UiO (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"97";"54";"43"
"1110";"Universitetet i Oslo";"110312";"Senter for utvikling og miljø (SUM)";"2020";"1";"Vår";"S";"Studenter";"33";"23";"10"
"1110";"Universitetet i Oslo";"110312";"Senter for utvikling og miljø (SUM)";"2019";"3";"Høst";"S";"Studenter";"0";"0";"0"
"1110";"Universitetet i Oslo";"110312";"Senter for utvikling og miljø (SUM)";"2019";"1";"Vår";"S";"Studenter";"7";"4";"3"
"1110";"Universitetet i Oslo";"110610";"Den internasjonale sommerskole";"2020";"1";"Vår";"S";"Studenter";"348";"190";"158"
"1110";"Universitetet i Oslo";"110610";"Den internasjonale sommerskole";"2019";"1";"Vår";"S";"Studenter";"307";"192";"115"
"1110";"Universitetet i Oslo";"110610";"Den internasjonale sommerskole";"2019";"3";"Høst";"S";"Studenter";"254";"149";"105"
"1110";"Universitetet i Oslo";"205000";"Examen philosophicum";"2019";"3";"Høst";"S";"Studenter";"141";"72";"69"
"1110";"Universitetet i Oslo";"205000";"Examen philosophicum";"2019";"1";"Vår";"S";"Studenter";"215";"106";"109"
"1110";"Universitetet i Oslo";"205000";"Examen philosophicum";"2020";"1";"Vår";"S";"Studenter";"192";"99";"93"
"1110";"Universitetet i Oslo";"210000";"Det samfunnsvitenskapelige fakultet";"2020";"1";"Vår";"S";"Studenter";"399";"235";"164"
"1110";"Universitetet i Oslo";"210000";"Det samfunnsvitenskapelige fakultet";"2019";"1";"Vår";"S";"Studenter";"405";"230";"175"
"1110";"Universitetet i Oslo";"210000";"Det samfunnsvitenskapelige fakultet";"2019";"3";"Høst";"S";"Studenter";"545";"332";"213"
"1110";"Universitetet i Oslo";"210620";"Økonomisk institutt";"2019";"1";"Vår";"S";"Studenter";"467";"182";"285"
"1110";"Universitetet i Oslo";"210620";"Økonomisk institutt";"2020";"1";"Vår";"S";"Studenter";"476";"203";"273"
"1110";"Universitetet i Oslo";"210620";"Økonomisk institutt";"2019";"3";"Høst";"S";"Studenter";"560";"237";"323"
"1110";"Universitetet i Oslo";"210690";"Psykologisk institutt";"2019";"3";"Høst";"S";"Studenter";"1293";"993";"300"
"1110";"Universitetet i Oslo";"210690";"Psykologisk institutt";"2019";"1";"Vår";"S";"Studenter";"1283";"991";"292"
"1110";"Universitetet i Oslo";"210690";"Psykologisk institutt";"2020";"1";"Vår";"S";"Studenter";"1268";"970";"298"
"1110";"Universitetet i Oslo";"210810";"Institutt for statsvitenskap";"2019";"1";"Vår";"S";"Studenter";"1009";"623";"386"
"1110";"Universitetet i Oslo";"210810";"Institutt for statsvitenskap";"2019";"3";"Høst";"S";"Studenter";"1102";"686";"416"
"1110";"Universitetet i Oslo";"210810";"Institutt for statsvitenskap";"2020";"1";"Vår";"S";"Studenter";"939";"610";"329"
"1110";"Universitetet i Oslo";"210830";"Institutt for sosiologi og samfunnsgeografi";"2020";"1";"Vår";"S";"Studenter";"768";"591";"177"
"1110";"Universitetet i Oslo";"210830";"Institutt for sosiologi og samfunnsgeografi";"2019";"3";"Høst";"S";"Studenter";"853";"656";"197"
"1110";"Universitetet i Oslo";"210830";"Institutt for sosiologi og samfunnsgeografi";"2019";"1";"Vår";"S";"Studenter";"756";"572";"184"
"1110";"Universitetet i Oslo";"210880";"Sosialantropologisk institutt";"2019";"1";"Vår";"S";"Studenter";"204";"157";"47"
"1110";"Universitetet i Oslo";"210880";"Sosialantropologisk institutt";"2020";"1";"Vår";"S";"Studenter";"216";"156";"60"
"1110";"Universitetet i Oslo";"210880";"Sosialantropologisk institutt";"2019";"3";"Høst";"S";"Studenter";"244";"182";"62"
"1110";"Universitetet i Oslo";"210940";"Senter for teknologi, innovasjon og kultur";"2020";"1";"Vår";"S";"Studenter";"58";"33";"25"
"1110";"Universitetet i Oslo";"210940";"Senter for teknologi, innovasjon og kultur";"2019";"3";"Høst";"S";"Studenter";"75";"39";"36"
"1110";"Universitetet i Oslo";"210940";"Senter for teknologi, innovasjon og kultur";"2019";"1";"Vår";"S";"Studenter";"61";"35";"26"
"1110";"Universitetet i Oslo";"220000";"Det humanistiske fakultet";"2019";"1";"Vår";"S";"Studenter";"1366";"842";"524"
"1110";"Universitetet i Oslo";"220000";"Det humanistiske fakultet";"2020";"1";"Vår";"S";"Studenter";"1313";"808";"505"
"1110";"Universitetet i Oslo";"220000";"Det humanistiske fakultet";"2019";"3";"Høst";"S";"Studenter";"1347";"832";"515"
"1110";"Universitetet i Oslo";"220710";"Institutt for medier og kommunikasjon";"2019";"3";"Høst";"S";"Studenter";"353";"232";"121"
"1110";"Universitetet i Oslo";"220710";"Institutt for medier og kommunikasjon";"2020";"1";"Vår";"S";"Studenter";"314";"201";"113"
"1110";"Universitetet i Oslo";"220710";"Institutt for medier og kommunikasjon";"2019";"1";"Vår";"S";"Studenter";"316";"214";"102"
"1110";"Universitetet i Oslo";"220720";"Institutt for arkeologi, konservering og historiske studier";"2020";"1";"Vår";"S";"Studenter";"726";"318";"408"
"1110";"Universitetet i Oslo";"220720";"Institutt for arkeologi, konservering og historiske studier";"2019";"1";"Vår";"S";"Studenter";"705";"310";"395"
"1110";"Universitetet i Oslo";"220720";"Institutt for arkeologi, konservering og historiske studier";"2019";"3";"Høst";"S";"Studenter";"821";"367";"454"
"1110";"Universitetet i Oslo";"220730";"Institutt for kulturstudier og orientalske språk";"2019";"1";"Vår";"S";"Studenter";"726";"440";"286"
"1110";"Universitetet i Oslo";"220730";"Institutt for kulturstudier og orientalske språk";"2019";"3";"Høst";"S";"Studenter";"814";"493";"321"
"1110";"Universitetet i Oslo";"220730";"Institutt for kulturstudier og orientalske språk";"2020";"1";"Vår";"S";"Studenter";"675";"407";"268"
"1110";"Universitetet i Oslo";"220740";"Institutt for filosofi, ide- og kunsthistoriske og klassiske språk";"2020";"1";"Vår";"S";"Studenter";"546";"324";"222"
"1110";"Universitetet i Oslo";"220740";"Institutt for filosofi, ide- og kunsthistoriske og klassiske språk";"2019";"1";"Vår";"S";"Studenter";"498";"296";"202"
"1110";"Universitetet i Oslo";"220740";"Institutt for filosofi, ide- og kunsthistoriske og klassiske språk";"2019";"3";"Høst";"S";"Studenter";"670";"399";"271"
"1110";"Universitetet i Oslo";"220750";"Institutt for litteratur, områdestudier og europeiske språk";"2019";"1";"Vår";"S";"Studenter";"914";"628";"286"
"1110";"Universitetet i Oslo";"220750";"Institutt for litteratur, områdestudier og europeiske språk";"2019";"3";"Høst";"S";"Studenter";"1111";"747";"364"
"1110";"Universitetet i Oslo";"220750";"Institutt for litteratur, områdestudier og europeiske språk";"2020";"1";"Vår";"S";"Studenter";"860";"573";"287"
"1110";"Universitetet i Oslo";"220760";"Institutt for lingvistiske og nordiske studier";"2019";"1";"Vår";"S";"Studenter";"375";"261";"114"
"1110";"Universitetet i Oslo";"220760";"Institutt for lingvistiske og nordiske studier";"2020";"1";"Vår";"S";"Studenter";"406";"277";"129"
"1110";"Universitetet i Oslo";"220760";"Institutt for lingvistiske og nordiske studier";"2019";"3";"Høst";"S";"Studenter";"483";"333";"150"
"1110";"Universitetet i Oslo";"220770";"Institutt for musikkvitenskap";"2019";"3";"Høst";"S";"Studenter";"287";"94";"193"
"1110";"Universitetet i Oslo";"220770";"Institutt for musikkvitenskap";"2020";"1";"Vår";"S";"Studenter";"257";"85";"172"
"1110";"Universitetet i Oslo";"220770";"Institutt for musikkvitenskap";"2019";"1";"Vår";"S";"Studenter";"235";"68";"167"
"1110";"Universitetet i Oslo";"230000";"Det juridiske fakultet";"2019";"1";"Vår";"S";"Studenter";"3500";"2267";"1233"
"1110";"Universitetet i Oslo";"230000";"Det juridiske fakultet";"2019";"3";"Høst";"S";"Studenter";"3222";"2138";"1084"
"1110";"Universitetet i Oslo";"230000";"Det juridiske fakultet";"2020";"1";"Vår";"S";"Studenter";"3304";"2147";"1157"
"1110";"Universitetet i Oslo";"230000";"Det juridiske fakultet";"2020";"1";"Vår";"P";"Personer uten studierett";"90";"48";"42"
"1110";"Universitetet i Oslo";"230000";"Det juridiske fakultet";"2019";"1";"Vår";"P";"Personer uten studierett";"79";"47";"32"
"1110";"Universitetet i Oslo";"230000";"Det juridiske fakultet";"2019";"3";"Høst";"P";"Personer uten studierett";"65";"39";"26"
"1110";"Universitetet i Oslo";"230210";"Institutt for offentlig rett";"2020";"1";"Vår";"S";"Studenter";"47";"24";"23"
"1110";"Universitetet i Oslo";"230210";"Institutt for offentlig rett";"2019";"1";"Vår";"S";"Studenter";"47";"24";"23"
"1110";"Universitetet i Oslo";"230210";"Institutt for offentlig rett";"2019";"3";"Høst";"S";"Studenter";"55";"30";"25"
"1110";"Universitetet i Oslo";"230220";"Institutt for privatrett";"2019";"3";"Høst";"S";"Studenter";"94";"58";"36"
"1110";"Universitetet i Oslo";"230220";"Institutt for privatrett";"2019";"1";"Vår";"S";"Studenter";"101";"63";"38"
"1110";"Universitetet i Oslo";"230220";"Institutt for privatrett";"2020";"1";"Vår";"S";"Studenter";"96";"56";"40"
"1110";"Universitetet i Oslo";"230310";"Institutt for kriminologi og rettssosiologi";"2020";"1";"Vår";"S";"Studenter";"288";"255";"33"
"1110";"Universitetet i Oslo";"230310";"Institutt for kriminologi og rettssosiologi";"2019";"1";"Vår";"S";"Studenter";"345";"284";"61"
"1110";"Universitetet i Oslo";"230310";"Institutt for kriminologi og rettssosiologi";"2019";"3";"Høst";"S";"Studenter";"306";"269";"37"
"1110";"Universitetet i Oslo";"230340";"Nordisk institutt for sjørett";"2019";"3";"Høst";"S";"Studenter";"37";"24";"13"
"1110";"Universitetet i Oslo";"230340";"Nordisk institutt for sjørett";"2019";"1";"Vår";"S";"Studenter";"34";"19";"15"
"1110";"Universitetet i Oslo";"230340";"Nordisk institutt for sjørett";"2020";"1";"Vår";"S";"Studenter";"20";"12";"8"
"1110";"Universitetet i Oslo";"230350";"Norsk senter for menneskerettigheter";"2020";"1";"Vår";"S";"Studenter";"57";"41";"16"
"1110";"Universitetet i Oslo";"230350";"Norsk senter for menneskerettigheter";"2019";"1";"Vår";"S";"Studenter";"70";"53";"17"
"1110";"Universitetet i Oslo";"230350";"Norsk senter for menneskerettigheter";"2019";"3";"Høst";"S";"Studenter";"70";"48";"22"
"1110";"Universitetet i Oslo";"240000";"Det odontologiske fakultet";"2019";"3";"Høst";"S";"Studenter";"416";"335";"81"
"1110";"Universitetet i Oslo";"240000";"Det odontologiske fakultet";"2019";"1";"Vår";"S";"Studenter";"410";"326";"84"
"1110";"Universitetet i Oslo";"240000";"Det odontologiske fakultet";"2020";"1";"Vår";"S";"Studenter";"409";"327";"82"
"1110";"Universitetet i Oslo";"250000";"Det medisinske fakultet";"2019";"1";"Vår";"S";"Studenter";"1344";"936";"408"
"1110";"Universitetet i Oslo";"250000";"Det medisinske fakultet";"2020";"1";"Vår";"S";"Studenter";"1356";"967";"389"
"1110";"Universitetet i Oslo";"250000";"Det medisinske fakultet";"2019";"3";"Høst";"S";"Studenter";"1340";"941";"399"
"1110";"Universitetet i Oslo";"250280";"Institutt for medisinske basalfag";"2019";"3";"Høst";"S";"Studenter";"154";"136";"18"
"1110";"Universitetet i Oslo";"250280";"Institutt for medisinske basalfag";"2019";"1";"Vår";"S";"Studenter";"141";"132";"9"
"1110";"Universitetet i Oslo";"250280";"Institutt for medisinske basalfag";"2020";"1";"Vår";"S";"Studenter";"142";"125";"17"
"1110";"Universitetet i Oslo";"250830";"Institutt for helse og samfunn";"2020";"1";"Vår";"S";"Studenter";"535";"401";"134"
"1110";"Universitetet i Oslo";"250830";"Institutt for helse og samfunn";"2019";"1";"Vår";"S";"Studenter";"557";"421";"136"
"1110";"Universitetet i Oslo";"250830";"Institutt for helse og samfunn";"2019";"3";"Høst";"S";"Studenter";"663";"485";"178"
"1110";"Universitetet i Oslo";"250840";"Institutt for klinisk medisin";"2019";"3";"Høst";"S";"Studenter";"8";"3";"5"
"1110";"Universitetet i Oslo";"250840";"Institutt for klinisk medisin";"2019";"1";"Vår";"S";"Studenter";"17";"12";"5"
"1110";"Universitetet i Oslo";"250840";"Institutt for klinisk medisin";"2020";"1";"Vår";"S";"Studenter";"3";"0";"0"
"1110";"Universitetet i Oslo";"260000";"Det matematisk-naturvitenskapelige fakultet";"2020";"1";"Vår";"S";"Studenter";"3722";"1417";"2305"
"1110";"Universitetet i Oslo";"260000";"Det matematisk-naturvitenskapelige fakultet";"2019";"1";"Vår";"S";"Studenter";"3699";"1349";"2350"
"1110";"Universitetet i Oslo";"260000";"Det matematisk-naturvitenskapelige fakultet";"2019";"3";"Høst";"S";"Studenter";"4095";"1498";"2597"
"1110";"Universitetet i Oslo";"260210";"Matematisk institutt";"2019";"3";"Høst";"S";"Studenter";"94";"24";"70"
"1110";"Universitetet i Oslo";"260210";"Matematisk institutt";"2020";"1";"Vår";"S";"Studenter";"86";"23";"63"
"1110";"Universitetet i Oslo";"260210";"Matematisk institutt";"2019";"1";"Vår";"S";"Studenter";"78";"26";"52"
"1110";"Universitetet i Oslo";"260220";"Institutt for informatikk";"2019";"1";"Vår";"S";"Studenter";"704";"211";"493"
"1110";"Universitetet i Oslo";"260220";"Institutt for informatikk";"2020";"1";"Vår";"S";"Studenter";"712";"212";"500"
"1110";"Universitetet i Oslo";"260220";"Institutt for informatikk";"2019";"3";"Høst";"S";"Studenter";"721";"170";"551"
"1110";"Universitetet i Oslo";"260250";"Fysisk institutt";"2019";"3";"Høst";"S";"Studenter";"238";"67";"171"
"1110";"Universitetet i Oslo";"260250";"Fysisk institutt";"2020";"1";"Vår";"S";"Studenter";"208";"59";"149"
"1110";"Universitetet i Oslo";"260250";"Fysisk institutt";"2019";"1";"Vår";"S";"Studenter";"203";"59";"144"
"1110";"Universitetet i Oslo";"260260";"Kjemisk institutt";"2019";"1";"Vår";"S";"Studenter";"88";"41";"47"
"1110";"Universitetet i Oslo";"260260";"Kjemisk institutt";"2019";"3";"Høst";"S";"Studenter";"122";"54";"68"
"1110";"Universitetet i Oslo";"260260";"Kjemisk institutt";"2020";"1";"Vår";"S";"Studenter";"109";"51";"58"
"1110";"Universitetet i Oslo";"260270";"Institutt for teknologisystemer";"2020";"1";"Vår";"S";"Studenter";"11";"4";"7"
"1110";"Universitetet i Oslo";"260270";"Institutt for teknologisystemer";"2019";"3";"Høst";"S";"Studenter";"12";"4";"8"
"1110";"Universitetet i Oslo";"260440";"Institutt for geofag";"2019";"1";"Vår";"S";"Studenter";"122";"52";"70"
"1110";"Universitetet i Oslo";"260440";"Institutt for geofag";"2020";"1";"Vår";"S";"Studenter";"118";"63";"55"
"1110";"Universitetet i Oslo";"260440";"Institutt for geofag";"2019";"3";"Høst";"S";"Studenter";"134";"66";"68"
"1110";"Universitetet i Oslo";"260450";"Institutt for biovitenskap";"2019";"3";"Høst";"S";"Studenter";"237";"165";"72"
"1110";"Universitetet i Oslo";"260450";"Institutt for biovitenskap";"2019";"1";"Vår";"S";"Studenter";"220";"159";"61"
"1110";"Universitetet i Oslo";"260450";"Institutt for biovitenskap";"2020";"1";"Vår";"S";"Studenter";"219";"150";"69"
"1110";"Universitetet i Oslo";"260480";"Institutt for teoretisk astrofysikk";"2020";"1";"Vår";"S";"Studenter";"19";"7";"12"
"1110";"Universitetet i Oslo";"260480";"Institutt for teoretisk astrofysikk";"2019";"1";"Vår";"S";"Studenter";"21";"6";"15"
"1110";"Universitetet i Oslo";"260480";"Institutt for teoretisk astrofysikk";"2019";"3";"Høst";"S";"Studenter";"20";"7";"13"
"1110";"Universitetet i Oslo";"260850";"Farmasøytisk institutt";"2019";"3";"Høst";"S";"Studenter";"399";"307";"92"
"1110";"Universitetet i Oslo";"260850";"Farmasøytisk institutt";"2019";"1";"Vår";"S";"Studenter";"374";"292";"82"
"1110";"Universitetet i Oslo";"260850";"Farmasøytisk institutt";"2020";"1";"Vår";"S";"Studenter";"381";"300";"81"
"1110";"Universitetet i Oslo";"280000";"Det teologiske fakultet";"2020";"1";"Vår";"S";"Studenter";"362";"215";"147"
"1110";"Universitetet i Oslo";"280000";"Det teologiske fakultet";"2019";"1";"Vår";"S";"Studenter";"343";"211";"132"
"1110";"Universitetet i Oslo";"280000";"Det teologiske fakultet";"2019";"3";"Høst";"S";"Studenter";"374";"203";"171"
"1110";"Universitetet i Oslo";"340000";"Det utdanningsvitenskapelige fakultet";"2019";"3";"Høst";"S";"Studenter";"1388";"931";"457"
"1110";"Universitetet i Oslo";"340000";"Det utdanningsvitenskapelige fakultet";"2019";"1";"Vår";"S";"Studenter";"1311";"885";"426"
"1110";"Universitetet i Oslo";"340000";"Det utdanningsvitenskapelige fakultet";"2020";"1";"Vår";"S";"Studenter";"1253";"839";"414"
"1110";"Universitetet i Oslo";"340320";"Institutt for lærerutdanning og skoleforskning";"2020";"1";"Vår";"S";"Studenter";"700";"459";"241"
"1110";"Universitetet i Oslo";"340320";"Institutt for lærerutdanning og skoleforskning";"2019";"1";"Vår";"S";"Studenter";"757";"493";"264"
"1110";"Universitetet i Oslo";"340320";"Institutt for lærerutdanning og skoleforskning";"2019";"3";"Høst";"S";"Studenter";"705";"464";"241"
"1110";"Universitetet i Oslo";"340930";"Institutt for pedagogikk";"2019";"3";"Høst";"S";"Studenter";"763";"583";"180"
"1110";"Universitetet i Oslo";"340930";"Institutt for pedagogikk";"2019";"1";"Vår";"S";"Studenter";"638";"499";"139"
"1110";"Universitetet i Oslo";"340930";"Institutt for pedagogikk";"2020";"1";"Vår";"S";"Studenter";"668";"525";"143"
"1110";"Universitetet i Oslo";"340935";"Institutt for spesialpedagogikk";"2020";"1";"Vår";"S";"Studenter";"678";"614";"64"
