"Kommunenummer campus";"Årstall";"Institusjonskode";"Antall";"Stednavn campus";"Studieprogramkode";"Semester"
"0101";"2018";"0256";"16";"Halden/Remmen";"FRANSK";"3"
"0101";"2018";"0256";"16";"Halden/Remmen";"S618O-KK";"3"
"0101";"2018";"0256";"16";"Halden/Remmen";"S994A";"3"
"0101";"2018";"0256";"17";"Halden/Remmen";"S906A";"3"
"0101";"2018";"0256";"17";"Halden/Remmen";"UTVSF";"3"
"0101";"2018";"0256";"18";"Halden/Remmen";"MAGLU1-7";"3"
"0101";"2018";"0256";"18";"Halden/Remmen";"PROFVEILM";"3"
"0101";"2018";"0256";"18";"Halden/Remmen";"S828O";"3"
"0101";"2018";"0256";"18";"Halden/Remmen";"SAM";"3"
"0101";"2018";"0256";"19";"Halden/Remmen";"MFRSPR-D";"3"
"0101";"2018";"0256";"19";"Halden/Remmen";"MSPESPED";"3"
"0101";"2018";"0256";"19";"Halden/Remmen";"S855O-KK";"3"
"0101";"2018";"0256";"20";"Halden/Remmen";"BEDOK";"3"
"0101";"2018";"0256";"21";"Halden/Remmen";"GST";"3"
"0101";"2018";"0256";"21";"Halden/Remmen";"ITEKAA";"3"
"0101";"2018";"0256";"21";"Halden/Remmen";"S868O";"3"
"0101";"2018";"0256";"21";"Halden/Remmen";"SPANSK";"3"
"0101";"2018";"0256";"22";"Halden/Remmen";"GST";"3"
"0101";"2018";"0256";"22";"Halden/Remmen";"ITBINF";"3"
"0101";"2018";"0256";"22";"Halden/Remmen";"SPANSKP";"3"
"0101";"2018";"0256";"23";"Halden/Remmen";"S617O-KK";"3"
"0101";"2018";"0256";"24";"Halden/Remmen";"S863O-KK";"3"
"0101";"2018";"0256";"24";"Halden/Remmen";"TDAT";"3"
"0101";"2018";"0256";"24";"Halden/Remmen";"UTVSF";"3"
"0101";"2018";"0256";"26";"Halden/Remmen";"DATY";"3"
"0101";"2018";"0256";"26";"Halden/Remmen";"S865O";"3"
"0101";"2018";"0256";"26";"Halden/Remmen";"S927A";"3"
"0101";"2018";"0256";"27";"Halden/Remmen";"BLU-D";"3"
"0101";"2018";"0256";"54";"Halden/Remmen";"GEN";"3"
"0101";"2018";"0256";"27";"Halden/Remmen";"GTY";"3"
"0101";"2018";"0256";"27";"Halden/Remmen";"ITBDM";"3"
"0101";"2018";"0256";"27";"Halden/Remmen";"PPDY";"3"
"0101";"2018";"0256";"28";"Halden/Remmen";"PPUH";"3"
"0101";"2018";"0256";"29";"Halden/Remmen";"BIK";"3"
"0101";"2018";"0256";"29";"Halden/Remmen";"MBHGPED";"3"
"0101";"2018";"0256";"31";"Halden/Remmen";"HIL";"3"
"0101";"2018";"0256";"33";"Halden/Remmen";"BOKAD";"3"
"0101";"2018";"0256";"34";"Halden/Remmen";"BSSK";"3"
"0101";"2018";"0256";"34";"Halden/Remmen";"ITBDMD";"3"
"0101";"2018";"0256";"35";"Halden/Remmen";"PPDY";"3"
"0101";"2018";"0256";"35";"Halden/Remmen";"S870O-KK";"3"
"0101";"2018";"0256";"36";"Halden/Remmen";"BOKAD";"3"
"0101";"2018";"0256";"44";"Halden/Remmen";"S966A";"3"
"0101";"2018";"0256";"45";"Halden/Remmen";"OLM";"3"
"0101";"2018";"0256";"48";"Halden/Remmen";"PPUD";"3"
"0101";"2018";"0256";"49";"Halden/Remmen";"ITBDMD";"3"
"0101";"2018";"0256";"51";"Halden/Remmen";"ITMACS";"3"
"0101";"2018";"0256";"51";"Halden/Remmen";"PPUH";"3"
"0101";"2018";"0256";"51";"Halden/Remmen";"S870O-KK";"3"
"0101";"2018";"0256";"52";"Halden/Remmen";"BIK";"3"
"0101";"2018";"0256";"55";"Halden/Remmen";"BSSK";"3"
"0101";"2018";"0256";"55";"Halden/Remmen";"GLU1-7";"3"
"0101";"2018";"0256";"58";"Halden/Remmen";"MAGLU5-10";"3"
"0101";"2018";"0256";"59";"Halden/Remmen";"DAT";"3"
"0101";"2018";"0256";"59";"Halden/Remmen";"GTY";"3"
"0101";"2018";"0256";"61";"Halden/Remmen";"MAGLU1-7";"3"
"0101";"2018";"0256";"62";"Halden/Remmen";"BRR";"3"
"0101";"2018";"0256";"62";"Halden/Remmen";"PROFVEILM";"3"
"0101";"2018";"0256";"66";"Halden/Remmen";"GLU5-10";"3"
"0101";"2018";"0256";"67";"Halden/Remmen";"FRANSK";"3"
"0101";"2018";"0256";"67";"Halden/Remmen";"SPANSK";"3"
"0101";"2018";"0256";"76";"Halden/Remmen";"BOKAD";"3"
"0101";"2018";"0256";"77";"Halden/Remmen";"EKSLU";"3"
"0101";"2018";"0256";"78";"Halden/Remmen";"GLU5-10";"3"
"0101";"2018";"0256";"84";"Halden/Remmen";"MAGLU5-10";"3"
"0101";"2018";"0256";"87";"Halden/Remmen";"BRR";"3"
"0101";"2018";"0256";"88";"Halden/Remmen";"BLU";"3"
"0101";"2018";"0256";"102";"Halden/Remmen";"HIL";"3"
"0101";"2018";"0256";"107";"Halden/Remmen";"PPUD";"3"
"0101";"2018";"0256";"113";"Halden/Remmen";"BLU-D";"3"
"0101";"2018";"0256";"115";"Halden/Remmen";"ITBINF";"3"
"0101";"2018";"0256";"117";"Halden/Remmen";"MFRSPR-D";"3"
"0101";"2018";"0256";"122";"Halden/Remmen";"OLM";"3"
"0101";"2018";"0256";"153";"Halden/Remmen";"ITBDES";"3"
"0101";"2018";"0256";"156";"Halden/Remmen";"MSPESPED";"3"
"0101";"2018";"0256";"185";"Halden/Remmen";"EKSLU";"3"
"0101";"2018";"0256";"245";"Halden/Remmen";"BLU";"3"
"0106";"2018";"0256";"0";"Fredrikstad/Kråkerøy";"HSVAK";"3"
"0106";"2018";"0256";"0";"Fredrikstad/Kråkerøy";"HSVAN";"3"
"0106";"2018";"0256";"0";"Fredrikstad/Kråkerøy";"OMB";"3"
"0106";"2018";"0256";"0";"Fredrikstad/Kråkerøy";"S403K";"3"
"0106";"2018";"0256";"0";"Fredrikstad/Kråkerøy";"SCENOGRAFI";"3"
"0106";"2018";"0256";"0";"Fredrikstad/Kråkerøy";"TELE";"3"
"0106";"2018";"0256";"0";"Fredrikstad/Kråkerøy";"TKJE";"3"
"0106";"2018";"0256";"0";"Fredrikstad/Kråkerøy";"UTVAK";"3"
"0106";"2018";"0256";"0";"Fredrikstad/Kråkerøy";"UTVHS";"3"
"0106";"2018";"0256";"4";"Fredrikstad/Kråkerøy";"ELE";"3"
"0106";"2018";"0256";"0";"Fredrikstad/Kråkerøy";"MASY";"3"
"0106";"2018";"0256";"0";"Fredrikstad/Kråkerøy";"TELE";"3"
"0106";"2018";"0256";"0";"Fredrikstad/Kråkerøy";"TKJE";"3"
"0106";"2018";"0256";"0";"Fredrikstad/Kråkerøy";"TMAS";"3"
"0106";"2018";"0256";"0";"Fredrikstad/Kråkerøy";"UTVHS";"3"
"0106";"2018";"0256";"3";"Fredrikstad/Kråkerøy";"ELEY";"3"
"0106";"2018";"0256";"3";"Fredrikstad/Kråkerøy";"KJEY";"3"
"0106";"2018";"0256";"3";"Fredrikstad/Kråkerøy";"MAVSPL";"3"
"0106";"2018";"0256";"3";"Fredrikstad/Kråkerøy";"SKUESPILL";"3"
"0106";"2018";"0256";"3";"Fredrikstad/Kråkerøy";"UTVIR";"3"
"0106";"2018";"0256";"3";"Fredrikstad/Kråkerøy";"VPHDM";"3"
"0106";"2018";"0256";"4";"Fredrikstad/Kråkerøy";"FORKURS";"3"
"0106";"2018";"0256";"4";"Fredrikstad/Kråkerøy";"KJE";"3"
"0106";"2018";"0256";"4";"Fredrikstad/Kråkerøy";"MSCENO";"3"
"0106";"2018";"0256";"4";"Fredrikstad/Kråkerøy";"TELE";"3"
"0106";"2018";"0256";"4";"Fredrikstad/Kråkerøy";"UTVAK";"3"
"0106";"2018";"0256";"4";"Fredrikstad/Kråkerøy";"UTVIR";"3"
"0106";"2018";"0256";"5";"Fredrikstad/Kråkerøy";"MSCENO";"3"
"0106";"2018";"0256";"5";"Fredrikstad/Kråkerøy";"S409O";"3"
"0106";"2018";"0256";"5";"Fredrikstad/Kråkerøy";"SCENOGRAFI";"3"
"0106";"2018";"0256";"6";"Fredrikstad/Kråkerøy";"HSVAN";"3"
"0106";"2018";"0256";"6";"Fredrikstad/Kråkerøy";"MPERFORM";"3"
"0106";"2018";"0256";"6";"Fredrikstad/Kråkerøy";"MTFS";"3"
"0106";"2018";"0256";"6";"Fredrikstad/Kråkerøy";"S423O";"3"
"0106";"2018";"0256";"6";"Fredrikstad/Kråkerøy";"SKUESPILL";"3"
"0106";"2018";"0256";"6";"Fredrikstad/Kråkerøy";"TDESIGN";"3"
"0106";"2018";"0256";"7";"Fredrikstad/Kråkerøy";"MSHV";"3"
"0106";"2018";"0256";"7";"Fredrikstad/Kråkerøy";"TDESIGN";"3"
"0106";"2018";"0256";"8";"Fredrikstad/Kråkerøy";"HSVAK";"3"
"0106";"2018";"0256";"8";"Fredrikstad/Kråkerøy";"MAS";"3"
"0106";"2018";"0256";"8";"Fredrikstad/Kråkerøy";"S408O";"3"
"0106";"2018";"0256";"8";"Fredrikstad/Kråkerøy";"TBYG";"3"
"0106";"2018";"0256";"8";"Fredrikstad/Kråkerøy";"VE4";"3"
"0106";"2018";"0256";"9";"Fredrikstad/Kråkerøy";"DESIGN";"3"
"0106";"2018";"0256";"10";"Fredrikstad/Kråkerøy";"S421O";"3"
"0106";"2018";"0256";"11";"Fredrikstad/Kråkerøy";"HSVOP";"3"
"0106";"2018";"0256";"12";"Fredrikstad/Kråkerøy";"HSINT";"3"
"0106";"2018";"0256";"12";"Fredrikstad/Kråkerøy";"MPSA";"3"
"0106";"2018";"0256";"13";"Fredrikstad/Kråkerøy";"ELE";"3"
"0106";"2018";"0256";"16";"Fredrikstad/Kråkerøy";"S421O";"3"
"0106";"2018";"0256";"17";"Fredrikstad/Kråkerøy";"S408O";"3"
"0106";"2018";"0256";"17";"Fredrikstad/Kråkerøy";"TELE";"3"
"0106";"2018";"0256";"17";"Fredrikstad/Kråkerøy";"TMAS";"3"
"0106";"2018";"0256";"18";"Fredrikstad/Kråkerøy";"BYG";"3"
"0106";"2018";"0256";"19";"Fredrikstad/Kråkerøy";"ELEY";"3"
"0106";"2018";"0256";"20";"Fredrikstad/Kråkerøy";"DESIGN";"3"
"0106";"2018";"0256";"20";"Fredrikstad/Kråkerøy";"MASY";"3"
"0106";"2018";"0256";"20";"Fredrikstad/Kråkerøy";"S423O";"3"
"0106";"2018";"0256";"21";"Fredrikstad/Kråkerøy";"EKSIR";"3"
"0106";"2018";"0256";"22";"Fredrikstad/Kråkerøy";"BIO";"3"
"0106";"2018";"0256";"22";"Fredrikstad/Kråkerøy";"ELE";"3"
"0106";"2018";"0256";"25";"Fredrikstad/Kråkerøy";"MAVSPL";"3"
"0106";"2018";"0256";"27";"Fredrikstad/Kråkerøy";"SOS";"3"
"0106";"2018";"0256";"29";"Fredrikstad/Kråkerøy";"ELEY";"3"
"0106";"2018";"0256";"29";"Fredrikstad/Kråkerøy";"VE4";"3"
"0106";"2018";"0256";"30";"Fredrikstad/Kråkerøy";"BVP";"3"
"0106";"2018";"0256";"31";"Fredrikstad/Kråkerøy";"S409O";"3"
"0106";"2018";"0256";"32";"Fredrikstad/Kråkerøy";"FORKURS";"3"
"0106";"2018";"0256";"32";"Fredrikstad/Kråkerøy";"S403K";"3"
"0106";"2018";"0256";"33";"Fredrikstad/Kråkerøy";"OMB";"3"
"0106";"2018";"0256";"34";"Fredrikstad/Kråkerøy";"MAS";"3"
"0106";"2018";"0256";"36";"Fredrikstad/Kråkerøy";"MTFS";"3"
"0106";"2018";"0256";"38";"Fredrikstad/Kråkerøy";"AVF";"3"
"0106";"2018";"0256";"40";"Fredrikstad/Kråkerøy";"IPL";"3"
"0106";"2018";"0256";"41";"Fredrikstad/Kråkerøy";"TBYG";"3"
"0106";"2018";"0256";"45";"Fredrikstad/Kråkerøy";"MSHV";"3"
"0106";"2018";"0256";"61";"Fredrikstad/Kråkerøy";"MPSA";"3"
"0106";"2018";"0256";"64";"Fredrikstad/Kråkerøy";"VE3";"3"
"0106";"2018";"0256";"69";"Fredrikstad/Kråkerøy";"EKSIR";"3"
"0106";"2018";"0256";"80";"Fredrikstad/Kråkerøy";"SPL";"3"
"0106";"2018";"0256";"82";"Fredrikstad/Kråkerøy";"BIO";"3"
"0106";"2018";"0256";"82";"Fredrikstad/Kråkerøy";"BYG";"3"
"0106";"2018";"0256";"97";"Fredrikstad/Kråkerøy";"IPL";"3"
"0106";"2018";"0256";"98";"Fredrikstad/Kråkerøy";"AVF";"3"
"0106";"2018";"0256";"131";"Fredrikstad/Kråkerøy";"BVP";"3"
"0106";"2018";"0256";"142";"Fredrikstad/Kråkerøy";"SOS";"3"
"0106";"2018";"0256";"188";"Fredrikstad/Kråkerøy";"VE3";"3"
"0106";"2018";"0256";"532";"Fredrikstad/Kråkerøy";"SPL";"3"
"0203";"2018";"1401";"0";"Oslo";"SLBU";"3"
"0203";"2018";"1401";"5";"Oslo";"FUSL";"3"
"0203";"2018";"1401";"9";"Oslo";"FUSL";"3"
"0203";"2018";"1401";"20";"Oslo";"SLBU";"3"
"0214";"2018";"1173";"0";"Campus Ås";"B-HV";"3"
"0214";"2018";"1173";"0";"Campus Ås";"B-MR";"3"
"0214";"2018";"1173";"3";"Campus Ås";"B-PV";"3"
"0214";"2018";"1173";"4";"Campus Ås";"M-BIAS";"3"
"0214";"2018";"1173";"4";"Campus Ås";"M-BIOL";"3"
"0214";"2018";"1173";"0";"Campus Ås";"M-FIM";"3"
"0214";"2018";"1173";"0";"Campus Ås";"M-FORNY";"3"
"0214";"2018";"1173";"5";"Campus Ås";"M-HV";"3"
"0214";"2018";"1173";"0";"Campus Ås";"M-IMP";"3"
"0214";"2018";"1173";"0";"Campus Ås";"M-KB";"3"
"0214";"2018";"1173";"0";"Campus Ås";"M-LUN";"3"
"0214";"2018";"1173";"0";"Campus Ås";"M-MINA";"3"
"0214";"2018";"1173";"4";"Campus Ås";"M-PV";"3"
"0214";"2018";"1173";"0";"Campus Ås";"M-RAD";"3"
"0214";"2018";"1173";"0";"Campus Ås";"M-SF";"3"
"0214";"2018";"1173";"0";"Campus Ås";"UPLASSERT";"3"
"0214";"2018";"1173";"0";"Campus Ås";"VU-IHA";"3"
"0214";"2018";"1173";"0";"Campus Ås";"B-HV";"3"
"0214";"2018";"1173";"0";"Campus Ås";"B-PV";"3"
"0214";"2018";"1173";"0";"Campus Ås";"M-ABG";"3"
"0214";"2018";"1173";"0";"Campus Ås";"M-BIOL";"3"
"0214";"2018";"1173";"4";"Campus Ås";"M-FOL-DEL";"3"
"0214";"2018";"1173";"0";"Campus Ås";"M-HV";"3"
"0214";"2018";"1173";"4";"Campus Ås";"M-KB";"3"
"0214";"2018";"1173";"0";"Campus Ås";"M-LUN";"3"
"0214";"2018";"1173";"6";"Campus Ås";"M-MAT";"3"
"0214";"2018";"1173";"0";"Campus Ås";"M-MINA";"3"
"0214";"2018";"1173";"4";"Campus Ås";"M-PV";"3"
"0214";"2018";"1173";"0";"Campus Ås";"M-RAD";"3"
"0214";"2018";"1173";"3";"Campus Ås";"AQFOOD";"3"
"0214";"2018";"1173";"3";"Campus Ås";"B-BIOTEK";"3"
"0214";"2018";"1173";"3";"Campus Ås";"M-BIOL";"3"
"0214";"2018";"1173";"6";"Campus Ås";"M-ECOL";"3"
"0214";"2018";"1173";"3";"Campus Ås";"M-HV";"3"
"0214";"2018";"1173";"3";"Campus Ås";"M-IES";"3"
"0214";"2018";"1173";"9";"Campus Ås";"M-KB";"3"
"0214";"2018";"1173";"3";"Campus Ås";"M-LUN";"3"
"0214";"2018";"1173";"3";"Campus Ås";"M-MAT";"3"
"0214";"2018";"1173";"3";"Campus Ås";"M-MINA";"3"
"0214";"2018";"1173";"3";"Campus Ås";"M-PV";"3"
"0214";"2018";"1173";"3";"Campus Ås";"M-SF";"3"
"0214";"2018";"1173";"6";"Campus Ås";"M-ØA";"3"
"0214";"2018";"1173";"4";"Campus Ås";"AQFOOD";"3"
"0214";"2018";"1173";"4";"Campus Ås";"B-BIOTEK";"3"
"0214";"2018";"1173";"4";"Campus Ås";"B-HV";"3"
"0214";"2018";"1173";"4";"Campus Ås";"B-MAT";"3"
"0214";"2018";"1173";"12";"Campus Ås";"B-PV";"3"
"0214";"2018";"1173";"4";"Campus Ås";"M-BIAS";"3"
"0214";"2018";"1173";"8";"Campus Ås";"M-ECOL";"3"
"0214";"2018";"1173";"4";"Campus Ås";"M-FOL";"3"
"0214";"2018";"1173";"4";"Campus Ås";"M-HV";"3"
"0214";"2018";"1173";"8";"Campus Ås";"M-KB";"3"
"0214";"2018";"1173";"4";"Campus Ås";"M-MINA";"3"
"0214";"2018";"1173";"4";"Campus Ås";"M-MR";"3"
"0214";"2018";"1173";"4";"Campus Ås";"M-PV";"3"
"0214";"2018";"1173";"4";"Campus Ås";"M-SF";"3"
"0214";"2018";"1173";"5";"Campus Ås";"B-HV";"3"
"0214";"2018";"1173";"10";"Campus Ås";"B-MAT";"3"
"0214";"2018";"1173";"15";"Campus Ås";"M-BIOTEK";"3"
"0214";"2018";"1173";"5";"Campus Ås";"M-FOL-DEL";"3"
"0214";"2018";"1173";"5";"Campus Ås";"M-KB";"3"
"0214";"2018";"1173";"25";"Campus Ås";"M-MINA";"3"
"0214";"2018";"1173";"5";"Campus Ås";"M-MR";"3"
"0214";"2018";"1173";"6";"Campus Ås";"M-HV";"3"
"0214";"2018";"1173";"6";"Campus Ås";"M-IES";"3"
"0214";"2018";"1173";"6";"Campus Ås";"M-KJEMI";"3"
"0214";"2018";"1173";"6";"Campus Ås";"M-MAT";"3"
"0214";"2018";"1173";"6";"Campus Ås";"M-ØA";"3"
"0214";"2018";"1173";"7";"Campus Ås";"B-BIOTEK";"3"
"0214";"2018";"1173";"7";"Campus Ås";"B-HV";"3"
"0214";"2018";"1173";"7";"Campus Ås";"B-MAT";"3"
"0214";"2018";"1173";"7";"Campus Ås";"M-ABG";"3"
"0214";"2018";"1173";"7";"Campus Ås";"M-BIOTEK";"3"
"0214";"2018";"1173";"7";"Campus Ås";"M-EUTV-DEL";"3"
"0214";"2018";"1173";"7";"Campus Ås";"M-HV";"3"
"0214";"2018";"1173";"7";"Campus Ås";"M-IES";"3"
"0214";"2018";"1173";"7";"Campus Ås";"M-KB";"3"
"0214";"2018";"1173";"7";"Campus Ås";"M-PV";"3"
"0214";"2018";"1173";"8";"Campus Ås";"B-BIOTEK";"3"
"0214";"2018";"1173";"16";"Campus Ås";"M-AE";"3"
"0214";"2018";"1173";"8";"Campus Ås";"M-BIOTEK";"3"
"0214";"2018";"1173";"8";"Campus Ås";"M-EUTV-DEL";"3"
"0214";"2018";"1173";"8";"Campus Ås";"M-MINA";"3"
"0214";"2018";"1173";"8";"Campus Ås";"M-PV";"3"
"0214";"2018";"1173";"8";"Campus Ås";"M-TDV";"3"
"0214";"2018";"1173";"9";"Campus Ås";"M-FT";"3"
"0214";"2018";"1173";"9";"Campus Ås";"M-REIS";"3"
"0214";"2018";"1173";"9";"Campus Ås";"M-ØA";"3"
"0214";"2018";"1173";"9";"Campus Ås";"REALFAG";"3"
"0214";"2018";"1173";"10";"Campus Ås";"B-BIOL";"3"
"0214";"2018";"1173";"10";"Campus Ås";"M-KB";"3"
"0214";"2018";"1173";"10";"Campus Ås";"M-ØA";"3"
"0214";"2018";"1173";"10";"Campus Ås";"UPLASSERT";"3"
"0214";"2018";"1173";"11";"Campus Ås";"B-BIOL";"3"
"0214";"2018";"1173";"11";"Campus Ås";"B-ØA";"3"
"0214";"2018";"1173";"11";"Campus Ås";"M-BIOTEK";"3"
"0214";"2018";"1173";"11";"Campus Ås";"M-KB";"3"
"0214";"2018";"1173";"12";"Campus Ås";"B-BIOTEK";"3"
"0214";"2018";"1173";"12";"Campus Ås";"M-AE";"3"
"0214";"2018";"1173";"12";"Campus Ås";"M-BIOL";"3"
