"Kommunenummer campus";"Årstall";"Institusjonskode";"Antall";"Stednavn campus";"Studieprogramkode";"Semester"
"0101";"2016";"0256";"0";"Halden/Remmen";"BOKAD";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"BREV";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"DAT";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"DATY";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"EKSIT";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"HE2";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"HMA1";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"HMA2";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"HRLE1";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"ITB";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"ITBL";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"KRLE";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"MSP";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"NATUR1";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"NORSK";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"PPUD";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"RLE";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"S828O";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"S849O";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"S851O";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"S855O";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"S858O";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"S860O";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"S861O";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"S864O";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"S927A";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"BOKAD";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"BREV";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"FSKO-D";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"HN2";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"ITBINF";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"ITMAI";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"MATTE";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"MST";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"S617O";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"S619O";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"S620O";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"S854O";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"S863O";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"S994A";"3"
"0101";"2016";"0256";"0";"Halden/Remmen";"TYP";"3"
"0101";"2016";"0256";"6";"Halden/Remmen";"BOKAD";"3"
"0101";"2016";"0256";"3";"Halden/Remmen";"FRANSKP";"3"
"0101";"2016";"0256";"3";"Halden/Remmen";"HE1";"3"
"0101";"2016";"0256";"3";"Halden/Remmen";"ITBINF";"3"
"0101";"2016";"0256";"3";"Halden/Remmen";"MMI";"3"
"0101";"2016";"0256";"3";"Halden/Remmen";"MST";"3"
"0101";"2016";"0256";"3";"Halden/Remmen";"NATUR1";"3"
"0101";"2016";"0256";"3";"Halden/Remmen";"S618O";"3"
"0101";"2016";"0256";"3";"Halden/Remmen";"S860O";"3"
"0101";"2016";"0256";"3";"Halden/Remmen";"S906A";"3"
"0101";"2016";"0256";"4";"Halden/Remmen";"FSKO";"3"
"0101";"2016";"0256";"4";"Halden/Remmen";"ITMACS";"3"
"0101";"2016";"0256";"4";"Halden/Remmen";"MEN";"3"
"0101";"2016";"0256";"4";"Halden/Remmen";"MFRSPR";"3"
"0101";"2016";"0256";"4";"Halden/Remmen";"S921A";"3"
"0101";"2016";"0256";"5";"Halden/Remmen";"BOKAD";"3"
"0101";"2016";"0256";"5";"Halden/Remmen";"HMA1";"3"
"0101";"2016";"0256";"5";"Halden/Remmen";"NATUR";"3"
"0101";"2016";"0256";"5";"Halden/Remmen";"S620O";"3"
"0101";"2016";"0256";"5";"Halden/Remmen";"S849O";"3"
"0101";"2016";"0256";"5";"Halden/Remmen";"S859O";"3"
"0101";"2016";"0256";"5";"Halden/Remmen";"S861O";"3"
"0101";"2016";"0256";"5";"Halden/Remmen";"SAM";"3"
"0101";"2016";"0256";"6";"Halden/Remmen";"BOKAD";"3"
"0101";"2016";"0256";"6";"Halden/Remmen";"ITBINF";"3"
"0101";"2016";"0256";"6";"Halden/Remmen";"MATTE";"3"
"0101";"2016";"0256";"6";"Halden/Remmen";"S619O";"3"
"0101";"2016";"0256";"7";"Halden/Remmen";"EKSIT";"3"
"0101";"2016";"0256";"7";"Halden/Remmen";"ITEKAA";"3"
"0101";"2016";"0256";"7";"Halden/Remmen";"MEN";"3"
"0101";"2016";"0256";"7";"Halden/Remmen";"S921A";"3"
"0101";"2016";"0256";"7";"Halden/Remmen";"SPANSKP";"3"
"0101";"2016";"0256";"8";"Halden/Remmen";"EKSSF";"3"
"0101";"2016";"0256";"8";"Halden/Remmen";"HN1";"3"
"0101";"2016";"0256";"8";"Halden/Remmen";"MUS";"3"
"0101";"2016";"0256";"9";"Halden/Remmen";"EKSSF";"3"
"0101";"2016";"0256";"9";"Halden/Remmen";"PEDVEILM";"3"
"0101";"2016";"0256";"9";"Halden/Remmen";"S618O";"3"
"0101";"2016";"0256";"9";"Halden/Remmen";"S994A";"3"
"0101";"2016";"0256";"9";"Halden/Remmen";"TYP";"3"
"0101";"2016";"0256";"10";"Halden/Remmen";"ITBDES";"3"
"0101";"2016";"0256";"10";"Halden/Remmen";"KHV";"3"
"0101";"2016";"0256";"10";"Halden/Remmen";"MFRSPR-D";"3"
"0101";"2016";"0256";"10";"Halden/Remmen";"MSPESPED";"3"
"0101";"2016";"0256";"10";"Halden/Remmen";"RLE";"3"
"0101";"2016";"0256";"10";"Halden/Remmen";"S828O";"3"
"0101";"2016";"0256";"10";"Halden/Remmen";"S854O";"3"
"0101";"2016";"0256";"10";"Halden/Remmen";"S858O";"3"
"0101";"2016";"0256";"11";"Halden/Remmen";"FRANSKP";"3"
"0101";"2016";"0256";"11";"Halden/Remmen";"ITDM";"3"
"0101";"2016";"0256";"11";"Halden/Remmen";"MMI";"3"
"0101";"2016";"0256";"11";"Halden/Remmen";"MUS";"3"
"0101";"2016";"0256";"11";"Halden/Remmen";"PPD";"3"
"0101";"2016";"0256";"12";"Halden/Remmen";"ITBINF";"3"
"0101";"2016";"0256";"12";"Halden/Remmen";"ITMACS";"3"
"0101";"2016";"0256";"12";"Halden/Remmen";"ITMAI";"3"
"0101";"2016";"0256";"12";"Halden/Remmen";"NORSK";"3"
"0101";"2016";"0256";"13";"Halden/Remmen";"S847O";"3"
"0101";"2016";"0256";"13";"Halden/Remmen";"SAM";"3"
"0101";"2016";"0256";"14";"Halden/Remmen";"FRANSK";"3"
"0101";"2016";"0256";"14";"Halden/Remmen";"HIL";"3"
"0101";"2016";"0256";"30";"Halden/Remmen";"BEDOK";"3"
"0101";"2016";"0256";"15";"Halden/Remmen";"BOKAD";"3"
"0101";"2016";"0256";"15";"Halden/Remmen";"S855O";"3"
"0101";"2016";"0256";"15";"Halden/Remmen";"S859O";"3"
"0101";"2016";"0256";"15";"Halden/Remmen";"S864O";"3"
"0101";"2016";"0256";"16";"Halden/Remmen";"GST";"3"
"0101";"2016";"0256";"16";"Halden/Remmen";"ITBINF";"3"
"0101";"2016";"0256";"17";"Halden/Remmen";"ITEKAA";"3"
"0101";"2016";"0256";"18";"Halden/Remmen";"IDR";"3"
"0101";"2016";"0256";"18";"Halden/Remmen";"PPDY";"3"
"0101";"2016";"0256";"19";"Halden/Remmen";"HE1";"3"
"0101";"2016";"0256";"19";"Halden/Remmen";"S906A";"3"
"0101";"2016";"0256";"19";"Halden/Remmen";"UTVSF";"3"
"0101";"2016";"0256";"20";"Halden/Remmen";"BSSK";"3"
